,id,favorited,retweet
2015,880872448815771648,21401,3879
2016,880935762899988482,17093,2819
2017,881268444196462592,23171,5226
2018,881536004380872706,49676,16218
2019,881666595344535552,50803,10842
2020,881906580714921986,24406,3444
2021,882045870035918850,29510,5058
2022,882268110199369728,45175,11783
2023,882627270321602560,28000,6179
2024,882762694511734784,28461,4994
2025,882992080364220416,24053,3987
2026,883117836046086144,37396,6771
2027,883360690899218434,22654,3739
2028,883482846933004288,46178,10121
2029,883838122936631299,22005,3501
2030,884162670584377345,20477,3034
2031,884441805382717440,27122,5728
2032,884562892145688576,24415,4990
2033,884876753390489601,28069,5928
2034,884925521741709313,77921,18759
2035,885167619883638784,22044,4441
2036,885311592912609280,0,18824
2037,885528943205470208,36174,6530
2038,885984800019947520,32869,6911
2039,886258384151887873,28095,6389
2040,886366144734445568,21217,3230
2041,886680336477933568,22537,4532
2042,886736880519319552,12131,3344
2043,886983233522544640,35332,7872
2044,887101392804085760,30687,6043
2045,887343217045368832,33837,10543
2046,887473957103951883,69438,18480
2047,887517139158093824,46434,11820
2048,887705289381826560,30326,5467
2049,888078434458587136,21861,3552
2050,888554962724278272,20020,3648
2051,888804989199671297,25708,4416
2052,888917238123831296,29218,4569
2053,889278841981685760,25408,5522
2054,889531135344209921,15158,2262
2055,889638837579907072,27301,4606
2056,889665388333682689,48293,10198
2057,889880896479866881,27918,5033
2058,890006608113172480,30791,7441
2059,890240255349198849,32081,7528
2060,890609185150312448,27891,4322
2061,890729181411237888,65861,19171
2062,890971913173991426,11910,2104
2063,891087950875897856,20308,3158
2064,891327558926688256,40490,9530
2065,891689557279858688,42323,8764
2066,891815181378084864,25153,4215
2067,892177421306343426,33376,6355
2068,892420643555336193,38984,8650
